session,participant,order,target,category,lname,nation,religion,caste,ig_caste,q1,q2,q3
C,85,20,12,3,Harijan,Indian,Hindu,SCST,obc,1,5,70
C,85,21,7,2,Sambrani,Indian,Hindu,OBC,obc,1,6,80
C,85,22,8,2,Pal,Indian,Hindu,OBC,obc,1,5,50
C,85,23,24,6,Mirza,Foreign,Muslim,N/A,obc,0,2,20
C,85,24,4,1,Kulkarni,Indian,Hindu,GM,obc,1,3,50
C,86,1,1,1,Desai,Indian,Hindu,GM,scst,1,7,90
C,86,2,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,100
C,86,3,13,4,Nadaf,Indian,Muslim,OBC,scst,1,6,90
C,86,4,18,5,Thapa,Foreign,Hindu,N/A,scst,0,1,0
C,86,5,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,1,0
C,86,6,6,2,Waghmore,Indian,Hindu,OBC,scst,1,6,80
C,86,7,17,5,Gurung,Foreign,Hindu,N/A,scst,0,1,0
C,86,8,23,6,Akhand,Foreign,Muslim,N/A,scst,0,1,0
C,86,9,2,1,Joshi,Indian,Hindu,GM,scst,1,6,80
C,86,10,15,4,Haq,Indian,Muslim,OBC,scst,1,6,80
C,86,11,22,6,Mir,Foreign,Muslim,N/A,scst,0,1,0
C,86,12,14,4,Mulla,Indian,Muslim,OBC,scst,1,6,80
C,86,13,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,1,0
C,86,14,11,3,Wadder,Indian,Hindu,SCST,scst,1,7,100
C,86,15,3,1,Deshpande,Indian,Hindu,GM,scst,1,6,90
C,86,16,19,5,Prasanna,Foreign,Hindu,N/A,scst,0,1,0
C,86,17,9,3,Madar,Indian,Hindu,SCST,scst,1,6,80
C,86,18,5,2,Kale,Indian,Hindu,OBC,scst,1,5,70
C,86,19,16,4,Sheikh,Indian,Muslim,OBC,scst,1,6,90
C,86,20,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,100
C,86,21,7,2,Sambrani,Indian,Hindu,OBC,scst,1,5,70
C,86,22,8,2,Pal,Indian,Hindu,OBC,scst,1,6,90
C,86,23,24,6,Mirza,Foreign,Muslim,N/A,scst,0,1,0
C,86,24,4,1,Kulkarni,Indian,Hindu,GM,scst,1,6,90
C,87,1,1,1,Desai,Indian,Hindu,GM,scst,1,7,80
C,87,2,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,90
C,87,3,13,4,Nadaf,Indian,Muslim,OBC,scst,0,1,70
C,87,4,18,5,Thapa,Foreign,Hindu,N/A,scst,0,1,0
C,87,5,21,6,Sheikh,Foreign,Muslim,N/A,scst,1,1,0
C,87,6,6,2,Waghmore,Indian,Hindu,OBC,scst,0,7,80
C,87,7,17,5,Gurung,Foreign,Hindu,N/A,scst,0,7,90
C,87,8,23,6,Akhand,Foreign,Muslim,N/A,scst,0,1,0
C,87,9,2,1,Joshi,Indian,Hindu,GM,scst,0,6,80
C,87,10,15,4,Haq,Indian,Muslim,OBC,scst,1,7,90
C,87,11,22,6,Mir,Foreign,Muslim,N/A,scst,0,1,0
C,87,12,14,4,Mulla,Indian,Muslim,OBC,scst,1,6,100
C,87,13,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,1,0
C,87,14,11,3,Wadder,Indian,Hindu,SCST,scst,1,7,100
C,87,15,3,1,Deshpande,Indian,Hindu,GM,scst,0,5,80
C,87,16,19,5,Prasanna,Foreign,Hindu,N/A,scst,0,1,0
C,87,17,9,3,Madar,Indian,Hindu,SCST,scst,1,7,100
C,87,18,5,2,Kale,Indian,Hindu,OBC,scst,0,5,70
C,87,19,16,4,Sheikh,Indian,Muslim,OBC,scst,0,4,60
C,87,20,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,100
C,87,21,7,2,Sambrani,Indian,Hindu,OBC,scst,0,5,90
C,87,22,8,2,Pal,Indian,Hindu,OBC,scst,1,6,80
C,87,23,24,6,Mirza,Foreign,Muslim,N/A,scst,0,1,0
C,87,24,4,1,Kulkarni,Indian,Hindu,GM,scst,0,6,80
C,88,1,1,1,Desai,Indian,Hindu,GM,obc,1,6,90
C,88,2,10,3,Kamble,Indian,Hindu,SCST,obc,1,6,90
C,88,3,13,4,Nadaf,Indian,Muslim,OBC,obc,1,6,80
C,88,4,18,5,Thapa,Foreign,Hindu,N/A,obc,1,5,80
C,88,5,21,6,Sheikh,Foreign,Muslim,N/A,obc,1,5,80
C,88,6,6,2,Waghmore,Indian,Hindu,OBC,obc,1,6,90
C,88,7,17,5,Gurung,Foreign,Hindu,N/A,obc,1,5,70
C,88,8,23,6,Akhand,Foreign,Muslim,N/A,obc,1,5,80
C,88,9,2,1,Joshi,Indian,Hindu,GM,obc,1,6,90
C,88,10,15,4,Haq,Indian,Muslim,OBC,obc,1,5,80
C,88,11,22,6,Mir,Foreign,Muslim,N/A,obc,1,5,70
C,88,12,14,4,Mulla,Indian,Muslim,OBC,obc,1,5,80
C,88,13,20,5,Dissanayake,Foreign,Hindu,N/A,obc,1,5,80
C,88,14,11,3,Wadder,Indian,Hindu,SCST,obc,1,6,90
C,88,15,3,1,Deshpande,Indian,Hindu,GM,obc,1,6,90
C,88,16,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,6,80
C,88,17,9,3,Madar,Indian,Hindu,SCST,obc,1,6,80
C,88,18,5,2,Kale,Indian,Hindu,OBC,obc,1,6,90
C,88,19,16,4,Sheikh,Indian,Muslim,OBC,obc,1,6,80
C,88,20,12,3,Harijan,Indian,Hindu,SCST,obc,1,6,90
C,88,21,7,2,Sambrani,Indian,Hindu,OBC,obc,1,6,90
C,88,22,8,2,Pal,Indian,Hindu,OBC,obc,1,6,90
C,88,23,24,6,Mirza,Foreign,Muslim,N/A,obc,1,5,80
C,88,24,4,1,Kulkarni,Indian,Hindu,GM,obc,1,6,90
C,89,1,1,1,Desai,Indian,Hindu,GM,obc,1,7,90
C,89,2,10,3,Kamble,Indian,Hindu,SCST,obc,1,5,9
C,89,3,13,4,Nadaf,Indian,Muslim,OBC,obc,1,6,50
C,89,4,18,5,Thapa,Foreign,Hindu,N/A,obc,0,1,95
C,89,5,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,96
C,89,6,6,2,Waghmore,Indian,Hindu,OBC,obc,1,7,50
C,89,7,17,5,Gurung,Foreign,Hindu,N/A,obc,0,1,92
C,89,8,23,6,Akhand,Foreign,Muslim,N/A,obc,0,1,93
C,89,9,2,1,Joshi,Indian,Hindu,GM,obc,1,6,60
C,89,10,15,4,Haq,Indian,Muslim,OBC,obc,1,7,70
C,89,11,22,6,Mir,Foreign,Muslim,N/A,obc,0,1,90
C,89,12,14,4,Mulla,Indian,Muslim,OBC,obc,1,7,40
C,89,13,20,5,Dissanayake,Foreign,Hindu,N/A,obc,1,4,90
C,89,14,11,3,Wadder,Indian,Hindu,SCST,obc,1,6,80
C,89,15,3,1,Deshpande,Indian,Hindu,GM,obc,1,5,70
C,89,16,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,4,89
C,89,17,9,3,Madar,Indian,Hindu,SCST,obc,1,5,70
C,89,18,5,2,Kale,Indian,Hindu,OBC,obc,1,7,60
C,89,19,16,4,Sheikh,Indian,Muslim,OBC,obc,1,6,50
C,89,20,12,3,Harijan,Indian,Hindu,SCST,obc,1,4,65
C,89,21,7,2,Sambrani,Indian,Hindu,OBC,obc,1,6,63
C,89,22,8,2,Pal,Indian,Hindu,OBC,obc,1,6,50
C,89,23,24,6,Mirza,Foreign,Muslim,N/A,obc,0,4,90
C,89,24,4,1,Kulkarni,Indian,Hindu,GM,obc,1,6,80
C,90,1,1,1,Desai,Indian,Hindu,GM,gm,0,4,21
C,90,2,10,3,Kamble,Indian,Hindu,SCST,gm,1,2,NA
C,90,3,13,4,Nadaf,Indian,Muslim,OBC,gm,0,7,NA
C,90,4,18,5,Thapa,Foreign,Hindu,N/A,gm,1,1,NA
C,90,5,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,3,NA
C,90,6,6,2,Waghmore,Indian,Hindu,OBC,gm,1,6,NA
C,90,7,17,5,Gurung,Foreign,Hindu,N/A,gm,1,4,NA
C,90,8,23,6,Akhand,Foreign,Muslim,N/A,gm,0,3,NA
C,90,9,2,1,Joshi,Indian,Hindu,GM,gm,1,2,NA
C,90,10,15,4,Haq,Indian,Muslim,OBC,gm,0,1,NA
C,90,11,22,6,Mir,Foreign,Muslim,N/A,gm,0,2,NA
C,90,12,14,4,Mulla,Indian,Muslim,OBC,gm,1,7,NA
C,90,13,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,4,80
C,90,14,11,3,Wadder,Indian,Hindu,SCST,gm,1,2,75
C,90,15,3,1,Deshpande,Indian,Hindu,GM,gm,1,1,85
C,90,16,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,1,65
C,90,17,9,3,Madar,Indian,Hindu,SCST,gm,0,2,80
C,90,18,5,2,Kale,Indian,Hindu,OBC,gm,1,6,79
C,90,19,16,4,Sheikh,Indian,Muslim,OBC,gm,0,5,81
C,90,20,12,3,Harijan,Indian,Hindu,SCST,gm,0,6,12
C,90,21,7,2,Sambrani,Indian,Hindu,OBC,gm,1,1,28
C,90,22,8,2,Pal,Indian,Hindu,OBC,gm,1,3,NA
C,90,23,24,6,Mirza,Foreign,Muslim,N/A,gm,1,6,NA
C,90,24,4,1,Kulkarni,Indian,Hindu,GM,gm,1,1,NA
C,60,1,1,1,Desai,Indian,Hindu,GM,obc,1,7,100
C,60,2,10,3,Kamble,Indian,Hindu,SCST,obc,1,6,97
C,60,3,13,4,Nadaf,Indian,Muslim,OBC,obc,1,6,98
C,60,4,18,5,Thapa,Foreign,Hindu,N/A,obc,0,1,10
C,60,5,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,10
C,60,6,6,2,Waghmore,Indian,Hindu,OBC,obc,1,7,98
C,60,7,17,5,Gurung,Foreign,Hindu,N/A,obc,0,1,10
C,60,8,23,6,Akhand,Foreign,Muslim,N/A,obc,0,1,10
C,60,9,2,1,Joshi,Indian,Hindu,GM,obc,1,6,98
C,60,10,15,4,Haq,Indian,Muslim,OBC,obc,1,1,10
C,60,11,22,6,Mir,Foreign,Muslim,N/A,obc,0,1,10
C,60,12,14,4,Mulla,Indian,Muslim,OBC,obc,1,7,100
C,60,13,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,1,10
C,60,14,11,3,Wadder,Indian,Hindu,SCST,obc,1,7,100
C,60,15,3,1,Deshpande,Indian,Hindu,GM,obc,1,7,100
C,60,16,19,5,Prasanna,Foreign,Hindu,N/A,obc,0,1,10
C,60,17,9,3,Madar,Indian,Hindu,SCST,obc,1,NA,NA
C,60,18,5,2,Kale,Indian,Hindu,OBC,obc,1,7,97
C,60,19,16,4,Sheikh,Indian,Muslim,OBC,obc,1,7,97
C,60,20,12,3,Harijan,Indian,Hindu,SCST,obc,1,7,100
C,60,21,7,2,Sambrani,Indian,Hindu,OBC,obc,1,7,100
C,60,22,8,2,Pal,Indian,Hindu,OBC,obc,1,6,100
C,60,23,24,6,Mirza,Foreign,Muslim,N/A,obc,0,1,10
C,60,24,4,1,Kulkarni,Indian,Hindu,GM,obc,1,6,100
C,61,1,1,1,Desai,Indian,Hindu,GM,obc,0,1,0
C,61,2,10,3,Kamble,Indian,Hindu,SCST,obc,0,2,10
C,61,3,13,4,Nadaf,Indian,Muslim,OBC,obc,0,1,10
C,61,4,18,5,Thapa,Foreign,Hindu,N/A,obc,0,1,0
C,61,5,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,0
C,61,6,6,2,Waghmore,Indian,Hindu,OBC,obc,0,1,0
C,61,7,17,5,Gurung,Foreign,Hindu,N/A,obc,0,1,0
C,61,8,23,6,Akhand,Foreign,Muslim,N/A,obc,0,1,0
C,61,9,2,1,Joshi,Indian,Hindu,GM,obc,1,1,0
C,61,10,15,4,Haq,Indian,Muslim,OBC,obc,0,1,0
C,61,11,22,6,Mir,Foreign,Muslim,N/A,obc,0,1,0
C,61,12,14,4,Mulla,Indian,Muslim,OBC,obc,1,7,100
C,61,13,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,1,0
C,61,14,11,3,Wadder,Indian,Hindu,SCST,obc,1,1,10
C,61,15,3,1,Deshpande,Indian,Hindu,GM,obc,1,1,2
C,61,16,19,5,Prasanna,Foreign,Hindu,N/A,obc,0,1,0
C,61,17,9,3,Madar,Indian,Hindu,SCST,obc,0,1,0
C,61,18,5,2,Kale,Indian,Hindu,OBC,obc,0,1,0
C,61,19,16,4,Sheikh,Indian,Muslim,OBC,obc,1,1,0
C,61,20,12,3,Harijan,Indian,Hindu,SCST,obc,0,1,0
C,61,21,7,2,Sambrani,Indian,Hindu,OBC,obc,0,1,0
C,61,22,8,2,Pal,Indian,Hindu,OBC,obc,0,1,0
C,61,23,24,6,Mirza,Foreign,Muslim,N/A,obc,0,1,0
C,61,24,4,1,Kulkarni,Indian,Hindu,GM,obc,0,1,0
C,62,1,1,1,Desai,Indian,Hindu,GM,obc,0,4,95
C,62,2,10,3,Kamble,Indian,Hindu,SCST,obc,1,1,85
C,62,3,13,4,Nadaf,Indian,Muslim,OBC,obc,0,7,80
C,62,4,18,5,Thapa,Foreign,Hindu,N/A,obc,1,1,75
C,62,5,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,80
C,62,6,6,2,Waghmore,Indian,Hindu,OBC,obc,1,1,95
C,62,7,17,5,Gurung,Foreign,Hindu,N/A,obc,0,3,96
C,62,8,23,6,Akhand,Foreign,Muslim,N/A,obc,0,7,98
C,62,9,2,1,Joshi,Indian,Hindu,GM,obc,1,1,96
C,62,10,15,4,Haq,Indian,Muslim,OBC,obc,1,3,95
C,62,11,22,6,Mir,Foreign,Muslim,N/A,obc,0,5,NA
C,62,12,14,4,Mulla,Indian,Muslim,OBC,obc,1,3,46
C,62,13,20,5,Dissanayake,Foreign,Hindu,N/A,obc,1,2,NA
C,62,14,11,3,Wadder,Indian,Hindu,SCST,obc,1,1,80
C,62,15,3,1,Deshpande,Indian,Hindu,GM,obc,1,3,85
C,62,16,19,5,Prasanna,Foreign,Hindu,N/A,obc,0,2,75
C,62,17,9,3,Madar,Indian,Hindu,SCST,obc,1,2,80
C,62,18,5,2,Kale,Indian,Hindu,OBC,obc,1,3,75
C,62,19,16,4,Sheikh,Indian,Muslim,OBC,obc,1,2,65
C,62,20,12,3,Harijan,Indian,Hindu,SCST,obc,1,5,80
C,62,21,7,2,Sambrani,Indian,Hindu,OBC,obc,1,1,95
C,62,22,8,2,Pal,Indian,Hindu,OBC,obc,1,1,80
C,62,23,24,6,Mirza,Foreign,Muslim,N/A,obc,0,7,79
C,62,24,4,1,Kulkarni,Indian,Hindu,GM,obc,1,3,78
C,63,1,1,1,Desai,Indian,Hindu,GM,scst,0,7,95
C,63,2,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,92
C,63,3,13,4,Nadaf,Indian,Muslim,OBC,scst,0,7,95
C,63,4,18,5,Thapa,Foreign,Hindu,N/A,scst,0,6,92
C,63,5,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,1,20
C,63,6,6,2,Waghmore,Indian,Hindu,OBC,scst,1,7,90
C,63,7,17,5,Gurung,Foreign,Hindu,N/A,scst,0,6,80
C,63,8,23,6,Akhand,Foreign,Muslim,N/A,scst,0,5,30
C,63,9,2,1,Joshi,Indian,Hindu,GM,scst,1,5,80
C,63,10,15,4,Haq,Indian,Muslim,OBC,scst,1,2,20
C,63,11,22,6,Mir,Foreign,Muslim,N/A,scst,0,1,20
C,63,12,14,4,Mulla,Indian,Muslim,OBC,scst,0,6,80
C,63,13,20,5,Dissanayake,Foreign,Hindu,N/A,scst,1,NA,NA
C,63,14,11,3,Wadder,Indian,Hindu,SCST,scst,1,7,98
C,63,15,3,1,Deshpande,Indian,Hindu,GM,scst,1,7,98
C,63,16,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,6,80
C,63,17,9,3,Madar,Indian,Hindu,SCST,scst,1,7,98
C,63,18,5,2,Kale,Indian,Hindu,OBC,scst,1,7,99
C,63,19,16,4,Sheikh,Indian,Muslim,OBC,scst,1,6,95
C,63,20,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,98
C,63,21,7,2,Sambrani,Indian,Hindu,OBC,scst,1,7,90
C,63,22,8,2,Pal,Indian,Hindu,OBC,scst,1,6,90
C,63,23,24,6,Mirza,Foreign,Muslim,N/A,scst,0,2,20
C,63,24,4,1,Kulkarni,Indian,Hindu,GM,scst,1,7,95
C,64,1,1,1,Desai,Indian,Hindu,GM,gm,NA,7,90
C,64,2,10,3,Kamble,Indian,Hindu,SCST,gm,0,1,10
C,64,3,13,4,Nadaf,Indian,Muslim,OBC,gm,1,6,40
C,64,4,18,5,Thapa,Foreign,Hindu,N/A,gm,0,1,10
C,64,5,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,6,50
C,64,6,6,2,Waghmore,Indian,Hindu,OBC,gm,1,7,80
C,64,7,17,5,Gurung,Foreign,Hindu,N/A,gm,0,7,90
C,64,8,23,6,Akhand,Foreign,Muslim,N/A,gm,0,6,50
C,64,9,2,1,Joshi,Indian,Hindu,GM,gm,1,1,100
C,64,10,15,4,Haq,Indian,Muslim,OBC,gm,0,7,90
C,64,11,22,6,Mir,Foreign,Muslim,N/A,gm,1,4,50
C,64,12,14,4,Mulla,Indian,Muslim,OBC,gm,0,7,100
C,64,13,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,6,60
C,64,14,11,3,Wadder,Indian,Hindu,SCST,gm,0,7,50
C,64,15,3,1,Deshpande,Indian,Hindu,GM,gm,1,7,100
C,64,16,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,6,50
C,64,17,9,3,Madar,Indian,Hindu,SCST,gm,1,7,90
C,64,18,5,2,Kale,Indian,Hindu,OBC,gm,0,7,100
C,64,19,16,4,Sheikh,Indian,Muslim,OBC,gm,1,6,50
C,64,20,12,3,Harijan,Indian,Hindu,SCST,gm,0,5,20
C,64,21,7,2,Sambrani,Indian,Hindu,OBC,gm,0,4,10
C,64,22,8,2,Pal,Indian,Hindu,OBC,gm,0,5,40
C,64,23,24,6,Mirza,Foreign,Muslim,N/A,gm,1,4,10
C,64,24,4,1,Kulkarni,Indian,Hindu,GM,gm,1,7,100
C,65,1,1,1,Desai,Indian,Hindu,GM,gm,NA,7,90
C,65,2,10,3,Kamble,Indian,Hindu,SCST,gm,0,4,50
C,65,3,13,4,Nadaf,Indian,Muslim,OBC,gm,1,5,70
C,65,4,18,5,Thapa,Foreign,Hindu,N/A,gm,0,1,10
C,65,5,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,4,30
C,65,6,6,2,Waghmore,Indian,Hindu,OBC,gm,1,4,60
C,65,7,17,5,Gurung,Foreign,Hindu,N/A,gm,0,1,10
C,65,8,23,6,Akhand,Foreign,Muslim,N/A,gm,0,1,10
C,65,9,2,1,Joshi,Indian,Hindu,GM,gm,1,7,100
C,65,10,15,4,Haq,Indian,Muslim,OBC,gm,0,6,90
C,65,11,22,6,Mir,Foreign,Muslim,N/A,gm,0,1,10
C,65,12,14,4,Mulla,Indian,Muslim,OBC,gm,1,6,90
C,65,13,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,4,30
C,65,14,11,3,Wadder,Indian,Hindu,SCST,gm,0,4,50
C,65,15,3,1,Deshpande,Indian,Hindu,GM,gm,1,6,90
C,65,16,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,1,10
C,65,17,9,3,Madar,Indian,Hindu,SCST,gm,0,7,90
C,65,18,5,2,Kale,Indian,Hindu,OBC,gm,1,6,90
C,65,19,16,4,Sheikh,Indian,Muslim,OBC,gm,1,6,90
C,65,20,12,3,Harijan,Indian,Hindu,SCST,gm,0,5,70
C,65,21,7,2,Sambrani,Indian,Hindu,OBC,gm,0,6,90
C,65,22,8,2,Pal,Indian,Hindu,OBC,gm,1,6,90
C,65,23,24,6,Mirza,Foreign,Muslim,N/A,gm,0,1,10
C,65,24,4,1,Kulkarni,Indian,Hindu,GM,gm,1,7,100
C,66,1,1,1,Desai,Indian,Hindu,GM,obc,1,7,100
C,66,2,10,3,Kamble,Indian,Hindu,SCST,obc,1,7,100
C,66,3,13,4,Nadaf,Indian,Muslim,OBC,obc,1,7,100
C,66,4,18,5,Thapa,Foreign,Hindu,N/A,obc,0,1,0
C,66,5,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,7,100
C,66,6,6,2,Waghmore,Indian,Hindu,OBC,obc,1,NA,NA
C,66,7,17,5,Gurung,Foreign,Hindu,N/A,obc,1,NA,NA
C,66,8,23,6,Akhand,Foreign,Muslim,N/A,obc,1,NA,0
C,66,9,2,1,Joshi,Indian,Hindu,GM,obc,1,7,100
C,66,10,15,4,Haq,Indian,Muslim,OBC,obc,0,NA,NA
C,66,11,22,6,Mir,Foreign,Muslim,N/A,obc,0,NA,NA
C,66,12,14,4,Mulla,Indian,Muslim,OBC,obc,1,7,100
C,66,13,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,1,0
C,66,14,11,3,Wadder,Indian,Hindu,SCST,obc,1,7,100
C,66,15,3,1,Deshpande,Indian,Hindu,GM,obc,1,7,100
C,66,16,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,7,100
C,66,17,9,3,Madar,Indian,Hindu,SCST,obc,1,7,100
C,66,18,5,2,Kale,Indian,Hindu,OBC,obc,1,7,100
C,66,19,16,4,Sheikh,Indian,Muslim,OBC,obc,1,7,100
C,66,20,12,3,Harijan,Indian,Hindu,SCST,obc,1,7,100
C,66,21,7,2,Sambrani,Indian,Hindu,OBC,obc,1,7,100
C,66,22,8,2,Pal,Indian,Hindu,OBC,obc,1,7,100
C,66,23,24,6,Mirza,Foreign,Muslim,N/A,obc,0,1,0
C,66,24,4,1,Kulkarni,Indian,Hindu,GM,obc,1,7,100
C,67,1,1,1,Desai,Indian,Hindu,GM,scst,1,7,100
C,67,2,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,100
C,67,3,13,4,Nadaf,Indian,Muslim,OBC,scst,1,7,100
C,67,4,18,5,Thapa,Foreign,Hindu,N/A,scst,0,5,90
C,67,5,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,4,50
C,67,6,6,2,Waghmore,Indian,Hindu,OBC,scst,1,7,100
C,67,7,17,5,Gurung,Foreign,Hindu,N/A,scst,1,6,95
C,67,8,23,6,Akhand,Foreign,Muslim,N/A,scst,0,4,50
C,67,9,2,1,Joshi,Indian,Hindu,GM,scst,1,7,100
C,67,10,15,4,Haq,Indian,Muslim,OBC,scst,1,7,100
C,67,11,22,6,Mir,Foreign,Muslim,N/A,scst,0,4,50
C,67,12,14,4,Mulla,Indian,Muslim,OBC,scst,1,7,100
C,67,13,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,1,10
C,67,14,11,3,Wadder,Indian,Hindu,SCST,scst,1,7,100
C,67,15,3,1,Deshpande,Indian,Hindu,GM,scst,1,7,100
C,67,16,19,5,Prasanna,Foreign,Hindu,N/A,scst,0,1,10
C,67,17,9,3,Madar,Indian,Hindu,SCST,scst,1,7,100
C,67,18,5,2,Kale,Indian,Hindu,OBC,scst,1,7,100
C,67,19,16,4,Sheikh,Indian,Muslim,OBC,scst,1,7,100
C,67,20,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,100
C,67,21,7,2,Sambrani,Indian,Hindu,OBC,scst,1,7,100
C,67,22,8,2,Pal,Indian,Hindu,OBC,scst,1,7,100
C,67,23,24,6,Mirza,Foreign,Muslim,N/A,scst,0,2,20
C,67,24,4,1,Kulkarni,Indian,Hindu,GM,scst,1,7,100
C,68,1,1,1,Desai,Indian,Hindu,GM,gm,1,7,90
C,68,2,10,3,Kamble,Indian,Hindu,SCST,gm,1,6,80
C,68,3,13,4,Nadaf,Indian,Muslim,OBC,gm,1,2,20
C,68,4,18,5,Thapa,Foreign,Hindu,N/A,gm,0,4,60
C,68,5,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,1,20
C,68,6,6,2,Waghmore,Indian,Hindu,OBC,gm,1,5,60
C,68,7,17,5,Gurung,Foreign,Hindu,N/A,gm,0,1,10
C,68,8,23,6,Akhand,Foreign,Muslim,N/A,gm,0,1,10
C,68,9,2,1,Joshi,Indian,Hindu,GM,gm,1,4,60
C,68,10,15,4,Haq,Indian,Muslim,OBC,gm,1,2,30
C,68,11,22,6,Mir,Foreign,Muslim,N/A,gm,0,1,10
C,68,12,14,4,Mulla,Indian,Muslim,OBC,gm,1,1,10
C,68,13,20,5,Dissanayake,Foreign,Hindu,N/A,gm,1,7,100
C,68,14,11,3,Wadder,Indian,Hindu,SCST,gm,1,6,80
C,68,15,3,1,Deshpande,Indian,Hindu,GM,gm,1,7,100
C,68,16,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,6,70
C,68,17,9,3,Madar,Indian,Hindu,SCST,gm,1,4,30
C,68,18,5,2,Kale,Indian,Hindu,OBC,gm,1,3,30
C,68,19,16,4,Sheikh,Indian,Muslim,OBC,gm,1,1,10
C,68,20,12,3,Harijan,Indian,Hindu,SCST,gm,1,1,10
C,68,21,7,2,Sambrani,Indian,Hindu,OBC,gm,1,6,80
C,68,22,8,2,Pal,Indian,Hindu,OBC,gm,1,6,80
C,68,23,24,6,Mirza,Foreign,Muslim,N/A,gm,0,1,10
C,68,24,4,1,Kulkarni,Indian,Hindu,GM,gm,1,7,100
C,69,1,1,1,Desai,Indian,Hindu,GM,gm,1,7,NA
C,69,2,10,3,Kamble,Indian,Hindu,SCST,gm,1,7,NA
C,69,3,13,4,Nadaf,Indian,Muslim,OBC,gm,1,7,NA
C,69,4,18,5,Thapa,Foreign,Hindu,N/A,gm,0,1,NA
C,69,5,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,1,NA
C,69,6,6,2,Waghmore,Indian,Hindu,OBC,gm,1,7,NA
C,69,7,17,5,Gurung,Foreign,Hindu,N/A,gm,0,1,NA
C,69,8,23,6,Akhand,Foreign,Muslim,N/A,gm,0,1,NA
C,69,9,2,1,Joshi,Indian,Hindu,GM,gm,1,7,NA
C,69,10,15,4,Haq,Indian,Muslim,OBC,gm,1,7,NA
C,69,11,22,6,Mir,Foreign,Muslim,N/A,gm,0,1,NA
C,69,12,14,4,Mulla,Indian,Muslim,OBC,gm,1,7,NA
C,69,13,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,1,NA
C,69,14,11,3,Wadder,Indian,Hindu,SCST,gm,1,7,NA
C,69,15,3,1,Deshpande,Indian,Hindu,GM,gm,1,7,NA
C,69,16,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,7,NA
C,69,17,9,3,Madar,Indian,Hindu,SCST,gm,1,7,NA
C,69,18,5,2,Kale,Indian,Hindu,OBC,gm,1,7,NA
C,69,19,16,4,Sheikh,Indian,Muslim,OBC,gm,1,7,NA
C,69,20,12,3,Harijan,Indian,Hindu,SCST,gm,1,7,NA
C,69,21,7,2,Sambrani,Indian,Hindu,OBC,gm,1,7,NA
C,69,22,8,2,Pal,Indian,Hindu,OBC,gm,1,7,NA
C,69,23,24,6,Mirza,Foreign,Muslim,N/A,gm,0,1,NA
C,69,24,4,1,Kulkarni,Indian,Hindu,GM,gm,1,7,NA
C,70,1,1,1,Desai,Indian,Hindu,GM,scst,1,7,100
C,70,2,10,3,Kamble,Indian,Hindu,SCST,scst,1,6,90
C,70,3,13,4,Nadaf,Indian,Muslim,OBC,scst,1,6,80
C,70,4,18,5,Thapa,Foreign,Hindu,N/A,scst,0,1,10
C,70,5,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,1,10
C,70,6,6,2,Waghmore,Indian,Hindu,OBC,scst,1,7,90
C,70,7,17,5,Gurung,Foreign,Hindu,N/A,scst,0,1,10
